Time,Ipv,Vpv,Vdc,ia,ib,ic,va,vb,vc,Iabc,If,Vabc,Vf,Label
3.5505176,1.3878479,101.47705,144.4336,-0.45068458,0.35583496,0.067988284,149.6318,-113.13095,-32.534943,0.47466114,49.89241,156.017,49.99508,F
6.315849,2.2383423,90.7959,146.77734,0.61682034,-0.6378174,0.067988284,-123.38928,143.32733,-21.23591,0.6943559,49.81994,154.84871,49.99683,F
13.982507,2.2478027,92.596436,148.82812,-0.5983896,0.22827148,0.34325683,152.83829,-52.533264,-100.12823,0.64843976,50.073803,155.30576,49.9937,F
13.977924,1.4020386,101.72119,140.33203,0.15356347,0.026855469,-0.34155762,-140.71152,18.057556,128.4441,0.2445127,50.847282,155.63979,49.992516,F
5.1962185,2.4389038,84.65576,147.65625,0.683959,-0.33569336,-0.35498536,-155.35767,66.35971,85.48208,0.70820683,49.6103,155.35362,49.992764,F
0.14452517,2.3679504,85.05859,148.53516,-0.5983896,0.6109619,-0.005864258,137.73407,-131.81534,-6.055349,0.67336905,50.255543,154.97687,50.031982,F
11.1771555,1.473938,101.849365,140.03906,-0.51110935,0.42297363,0.09484375,150.36713,-108.92395,-40.289967,0.42541963,49.91779,155.16916,49.987225,F
8.421542,1.4465027,100.87891,143.84766,-0.014283203,0.45654297,-0.43555176,2.8086853,-131.23672,138.34885,0.49253574,50.524296,155.67989,50.01532,F
14.156067,1.4900208,101.031494,145.3125,0.46240136,-0.04699707,-0.41541016,-135.74509,8.100586,132.73148,0.5180376,50.006966,155.69955,50.00483,F
6.7788024,1.4162292,102.11182,143.26172,-0.4439707,0.18798828,0.27611816,148.58307,-40.575256,-109.32577,0.43190637,50.03478,154.7983,49.99701,F
10.719867,2.5722961,2.5634766,1.171875,0.005858398,0.0,0.000849609,-144.82208,28.544922,119.39123,0.003627542,49.3471,155.31073,50.00008,F
12.813811,1.4029846,101.75781,145.01953,0.4758291,-0.39611816,-0.10657226,-151.62079,108.285065,45.71045,0.46940202,50.03613,155.92,50.003803,F
13.269781,2.2686157,92.76123,150.29297,0.5429678,-0.7788086,0.16198242,-121.279755,146.94366,-24.494629,0.70207614,50.068096,156.09467,49.99419,F
2.8733873,1.5117798,101.66626,144.72656,-0.37683204,-0.013427734,0.35668457,127.60834,11.90979,-139.70699,0.4759399,50.123966,155.14218,49.999363,F
4.452426,2.3206482,87.09717,149.70703,0.42883202,-0.82580566,0.35668457,-92.83127,156.82831,-60.087383,0.7376623,50.009007,155.92323,50.008434,F
2.1091838,1.388794,101.361084,144.14062,-0.37683204,0.43640137,-0.13342774,117.157135,-146.5097,37.368774,0.50282055,49.89613,155.41365,49.999546,F
14.2180605,1.4625854,101.312256,145.60547,0.17370507,0.3491211,-0.49597657,-67.07092,-84.81506,155.77153,0.5287362,49.725033,155.57283,49.990887,F
3.3477468,2.3424072,90.88135,147.65625,-0.67895603,0.44311523,0.2694043,155.02014,-85.14053,-68.85498,0.66920507,49.841793,155.34425,50.00026,F
8.919845,1.4597473,101.64795,144.14062,-0.13513282,0.4296875,-0.33484375,14.224243,-140.48248,127.77308,0.51905674,49.997982,155.497,49.996876,F
7.348346,1.2771606,101.68457,143.55469,0.40869042,-0.14770508,-0.27441895,-151.22299,64.68414,95.0975,0.45639172,49.99858,155.46112,50.00893,F
4.732551,2.2818604,88.22632,149.1211,-0.27612403,-0.5102539,0.739375,57.89749,95.66406,-153.9272,0.73055035,49.794014,155.32993,49.998703,F
8.404208,1.4815063,101.641846,143.26172,0.22070214,0.17456055,-0.4086963,-99.35272,-51.834106,152.56104,0.4451182,50.038948,155.1495,49.991337,F
9.213667,1.8277588,75.305176,143.55469,0.28112695,-0.43640137,0.15526855,-95.073395,155.14069,-55.82011,0.46013305,50.062763,155.10391,49.99767,F
0.9964128,1.7937012,88.18359,144.14062,0.46911523,-0.16113281,-0.30127442,-155.12863,70.9404,84.83917,0.50678813,50.10445,155.47945,50.003433,F
5.1884637,1.831543,74.798584,144.72656,-0.3634043,0.040283203,0.3701123,126.23413,12.645111,-140.20523,0.4285675,49.602318,154.72324,49.996925,F
5.105285,1.4247437,101.501465,143.84766,-0.41711524,0.12084961,0.2895459,151.52435,-44.70993,-105.66122,0.45743328,50.159527,155.61186,50.00792,F
14.364403,2.5325623,84.40552,140.33203,-0.7729502,-0.20812988,-0.20056641,138.37296,-133.79227,1.277771,0.44693768,49.890694,155.73738,49.999115,F
3.712546,2.2790222,87.38403,147.94922,0.38183495,-0.76538086,0.3298291,-100.522,152.85034,-53.859253,0.6830552,50.0022,155.25174,49.996918,F
13.263653,2.2563171,87.298584,145.3125,-0.6453867,0.56396484,0.054560546,136.44424,-133.53912,-1.7880758,0.6982412,50.030567,155.3469,50.001842,F
1.1962637,2.4559326,90.38086,147.94922,0.59667873,-0.5303955,-0.05286133,-133.00873,136.07056,-0.65897626,0.66700226,50.081104,155.36383,50.005966,F
9.272191,2.1588745,93.06641,147.36328,0.75781155,-0.32226562,-0.41541016,-154.22455,69.68674,88.21442,0.7129497,49.961445,155.48943,50.012974,F
4.9955797,1.2951355,102.29492,143.26172,-0.32983497,0.48339844,-0.12671387,115.40924,-148.46252,37.850952,0.4461682,50.029686,155.41177,49.994843,F
6.4869466,1.4938049,101.40991,144.14062,-0.06799414,0.50354004,-0.4288379,20.142975,-142.59201,125.08494,0.5248381,49.743988,155.04904,49.99332,F
9.131824,1.5647583,101.23901,145.01953,0.28112695,-0.4901123,0.19555175,-101.41403,153.09143,-51.838123,0.45978478,50.676834,155.15671,49.99445,F
10.530741,2.5448608,87.17651,148.24219,0.059569336,-0.6713867,0.5916699,-22.75879,145.01495,-122.336525,0.6830443,50.183605,155.79144,50.000626,F
13.617495,0.04257202,1.5136719,1.171875,0.005858398,-0.026855469,-0.046147462,-153.67004,91.74637,64.90916,0.020283159,27.19579,155.38802,50.000256,F
8.988648,1.4247437,101.55029,144.72656,-0.30969337,0.4901123,-0.18042481,101.49841,-151.28326,56.736248,0.50538254,49.9628,155.70892,50.00029,F
3.1816254,1.390686,101.66016,144.14062,0.05285547,0.3692627,-0.41541016,-21.288147,-118.36258,146.34094,0.4689087,49.975327,155.72305,50.000877,F
7.487389,1.4067688,101.89209,144.14062,-0.30969337,-0.12756348,0.42382324,98.59329,53.919525,-152.01859,0.47347692,49.967648,155.92604,49.99971,F
13.173771,1.9204712,75.0061,144.14062,0.32812402,-0.49682617,0.10155762,-99.02725,155.69519,-51.010387,0.48826173,50.257763,155.71175,50.010468,F
10.391103,1.4550171,101.501465,143.55469,-0.4439707,0.25512695,0.14855468,154.93576,-91.56555,-62.100475,0.4571424,51.13667,155.08488,49.999973,F
4.4601254,2.3130798,87.79907,148.53516,-0.06799414,0.66467285,-0.6101123,-10.294495,-126.80069,142.42726,0.73696566,50.116207,155.88908,50.010513,F
2.9632423,2.3253784,87.56714,147.36328,-0.054566406,0.6713867,-0.6705371,23.530273,-143.31528,123.9036,0.7060778,50.05909,155.3107,49.99235,F
8.647825,0.04446411,1.3671875,116.015625,-0.007569336,-0.09399414,0.12169922,62.67105,-152.56104,95.28234,0.09664132,49.96555,155.0347,49.996883,F
11.300138,0.20718384,108.82568,114.25781,-0.02099707,-0.09399414,0.007563477,-114.577484,-30.65445,148.22948,0.080024466,50.104645,155.44582,49.9974,F
13.025387,0.0463562,108.66089,112.5,-0.06799414,-0.06713867,0.12841308,-53.545837,-95.90515,154.2165,0.11073691,50.039467,154.9044,50.0087,F
8.497273,1.3727112,101.67236,143.55469,0.42211816,-0.14099121,-0.30127442,-150.53589,46.433716,105.64112,0.44167754,50.703487,155.18585,49.97349,F
8.105104,1.8561401,87.60986,145.01953,-0.4842539,0.46325684,-0.005864258,145.41275,-119.50775,-25.004934,0.49643147,49.806377,154.74796,49.99665,F
0.024194859,1.4465027,101.83716,143.84766,0.26098534,0.17456055,-0.43555176,-101.96854,-48.543243,152.95883,0.41700235,50.007607,150.94035,49.992393,F
4.4265523,1.4597473,101.379395,144.14062,-0.034424804,0.4699707,-0.43555176,0.87997437,-133.52707,134.74055,0.51279515,49.877556,155.08205,49.994694,F
8.734664,2.6810913,2.886963,1.7578125,5.3030996,-0.22827148,-5.014409,-44.529114,151.71722,-106.12732,6.2105265,50.000156,155.07796,50.00127,F
2.0847306,2.4039001,85.21118,148.53516,-0.65881443,0.6378174,0.007563477,142.37503,-125.30594,-16.37797,0.6970395,50.03688,155.20917,50.00041,F
7.602062,2.0945435,74.67041,142.38281,-0.08813574,0.49682617,-0.34155762,25.688019,-142.60406,121.74988,0.43562135,49.96985,155.28938,49.986435,F
5.9585276,2.377411,88.29346,146.77734,0.67724514,-0.27526855,-0.37512696,-155.00809,86.86432,68.07546,0.6973284,50.12738,154.98343,50.001625,F
2.5655382,1.4975891,101.538086,142.96875,0.07299707,0.35583496,-0.42212403,-47.711487,-102.776184,152.02663,0.46783948,50.033424,154.71922,49.998016,F
13.39164,2.421875,87.127686,146.1914,0.26098534,-0.7519531,0.44396484,-65.90164,155.1889,-90.41636,0.6638712,50.647163,155.22397,49.998833,F
9.851061,1.3604126,101.312256,228.51562,-0.000855469,-0.026855469,-0.026005859,51.508636,104.12628,-149.78047,0.003865686,9.442606,155.17441,49.999863,F
4.637219,1.9270935,75.0,144.72656,0.44225976,-0.17456055,-0.32141602,-149.51126,49.760742,106.97515,0.47611126,50.177193,155.69838,50.022457,F
3.8166566,2.4303894,85.17456,148.82812,0.71752834,-0.20812988,-0.48254883,-150.10193,54.956207,104.483894,0.73949915,49.83962,155.9302,49.963364,F
7.277553,1.3358154,101.75171,143.26172,-0.4842539,0.35583496,0.14184082,157.34665,-92.48169,-55.896454,0.45551273,49.99675,155.66942,49.99915,F
1.3796041,2.295105,92.73682,148.53516,-0.53125095,0.6176758,-0.079716794,115.50568,-147.54639,35.653027,0.6812189,49.99737,155.82486,50.004784,F
4.8188267,1.7984314,87.89673,143.26172,0.27441308,0.24841309,-0.47583497,-105.04242,-43.75763,150.76894,0.51511586,50.267963,154.93433,50.00292,F
10.653424,0.75305176,34.039307,116.60156,0.059569336,0.033569336,-0.12671387,129.38034,9.764099,-137.51709,0.085023284,49.85804,155.1982,49.999336,F
1.594224,2.251587,90.60669,148.82812,0.2878408,-0.758667,0.42382324,-59.753876,157.4672,-91.35259,0.7345353,49.799984,155.7912,49.98988,F
14.027327,1.559082,101.483154,142.38281,-0.18212989,0.4699707,-0.3079883,44.62555,-150.10193,108.74313,0.46417347,50.113663,155.78813,50.00336,F
4.0569434,2.31781,86.920166,147.36328,0.63696194,-0.4901123,-0.22742188,-150.7167,109.345856,38.976032,0.71007127,49.965614,155.25931,49.99496,F
0.81755567,1.5808411,101.52588,143.26172,0.40869042,-0.12084961,-0.28784668,-153.44101,58.27118,96.50787,0.4515845,49.980213,155.2591,49.994076,F
8.749461,2.465393,85.0708,141.21094,-0.37011817,-0.21484375,0.4305371,74.14688,81.1264,-155.43,0.45373714,49.816147,155.29005,49.997425,F
3.144586,1.6489563,101.16577,145.3125,-0.31640723,0.5773926,-0.08643066,129.30801,-140.09674,14.300588,0.43549597,50.294304,155.14539,50.00855,F
7.909624,1.7766724,87.79907,144.4336,-0.3432627,-0.20141602,0.54467285,75.17151,79.94507,-154.84334,0.5290516,49.936985,155.03166,49.987938,F
3.928002,1.51651,101.483154,143.84766,0.40869042,-0.16113281,-0.24756348,-153.2843,78.20923,78.22932,0.44548315,50.072456,155.34668,49.99862,F
8.018756,0.043518066,1.6479492,116.60156,-0.07470801,-0.04699707,0.007563477,-147.65488,35.825806,114.75027,0.07813145,50.005104,155.54488,50.005013,F
4.870529,1.5051575,101.28784,144.14062,-0.26941016,-0.2685547,0.54467285,47.74765,104.01779,-150.23453,0.5210678,49.811466,155.45494,49.94567,F
1.4187095,2.5770264,85.754395,148.24219,0.63696194,-0.23498535,-0.54297364,-146.82312,37.477264,112.930046,0.7011957,49.99095,155.63765,50.00164,F
6.399467,1.5269165,100.62866,144.14062,0.28112695,0.18127441,-0.4892627,-91.25214,-58.403778,154.80717,0.48530412,50.007603,155.72522,50.000618,F
1.8781954,2.170227,90.686035,147.94922,0.6705313,-0.17456055,-0.46240723,-154.75494,67.14325,87.37864,0.71144384,49.87535,155.04451,49.980896,F
9.241764,1.7388306,75.13428,143.84766,-0.04113867,0.43640137,-0.37512696,12.958527,-138.7828,129.35623,0.4484091,50.052135,155.20607,50.00398,F
7.231422,1.4512329,101.3855,143.55469,-0.13513282,-0.31555176,0.45739257,33.185883,115.32486,-147.71515,0.45470744,49.879036,155.37624,50.001125,F
4.2482905,1.4625854,101.71509,144.14062,-0.39697364,0.033569336,0.36339843,132.08054,4.8217773,-136.00224,0.42649418,50.456898,154.98114,50.00958,F
4.6178207,1.9129028,75.408936,144.4336,0.38854882,-0.060424805,-0.37512696,-140.19318,21.32431,126.925255,0.47486717,50.000557,155.57666,50.000023,F
3.5524619,2.2638855,88.00659,148.53516,-0.3231211,-0.42297363,0.739375,62.188873,95.917206,-151.88197,0.7383198,50.06654,155.52936,50.00112,F
10.387451,0.036895752,1.3427734,118.06641,-0.014283203,-0.08728027,0.067988284,44.637604,-149.64386,109.474434,0.08819977,50.111664,155.6043,50.000294,F
13.623344,2.1588745,92.230225,150.8789,-0.59167576,0.107421875,0.45739257,139.65073,-13.115234,-127.47172,0.69981956,49.972134,155.43384,50.01429,F
4.7528625,2.3130798,85.754395,147.94922,0.3952627,-0.7318115,0.31640136,-83.11539,158.39539,-71.70786,0.7166531,49.89035,155.68663,49.998238,F
0.17976782,2.4512024,86.761475,148.82812,0.039427735,0.60424805,-0.66382325,-28.219452,-115.61417,149.23802,0.738353,49.996185,155.93918,50.005207,F
3.2590096,2.2686157,92.541504,147.36328,-0.4641123,0.6109619,-0.18713868,93.26523,-154.64645,62.618816,0.6503557,49.950012,155.21446,50.00411,F
7.3579173,2.4559326,86.8042,147.36328,0.4355459,0.17456055,-0.6571094,-105.982666,-42.443695,151.99849,0.6901127,49.971523,155.78357,50.012882,F
3.910242,2.2042847,92.681885,148.53516,0.6033926,-0.70495605,0.088129885,-133.63556,136.60095,-2.3224895,0.7133326,49.77059,155.6909,49.99565,F
9.232595,2.1304932,91.45508,147.94922,0.73766994,-0.2685547,-0.5094043,-151.84982,51.159058,104.379425,0.7139337,50.00524,155.67517,50.011105,F
6.573623,1.4096069,101.78223,144.14062,-0.10827734,0.42297363,-0.30127442,32.812195,-147.13654,115.76284,0.46824732,49.821285,154.93219,50.0006,F
8.474589,2.296051,85.339355,146.77734,0.63696194,-0.6109619,-0.026005859,-139.77127,129.33212,9.671681,0.69730127,49.83848,155.07613,50.000263,F
2.4281967,2.5429688,86.70044,146.77734,-0.6856699,0.22155762,0.39696777,154.09195,-57.9216,-93.71526,0.6901607,49.96643,155.80856,49.991642,F
2.871096,1.7624817,74.6582,144.4336,-0.061280273,-0.38269043,0.46410644,21.191711,123.5701,-141.44283,0.4494274,50.353844,155.02242,49.99601,F
14.340148,1.5070496,101.312256,145.3125,-0.20227149,0.46325684,-0.26770508,32.113037,-146.76285,117.237495,0.50136465,49.94845,155.31349,50.000248,F
8.616275,1.3982544,101.293945,143.26172,0.4556875,-0.31555176,-0.18713868,-148.04062,112.9863,42.954,0.48323143,50.135048,155.78294,49.999874,F
5.286206,2.315918,92.51709,147.94922,-0.20898536,-0.4901123,0.66552246,36.03073,112.00989,-148.96881,0.66975135,50.156757,155.16408,49.9973,F
7.6689157,1.4644775,101.71509,143.84766,-0.43054298,-0.020141602,0.43725097,113.66135,34.23462,-148.04866,0.51097953,50.284348,155.25192,50.061024,F
2.3183649,1.4247437,101.31836,144.14062,0.15356347,0.32226562,-0.5094043,-54.184723,-95.25421,155.9845,0.49996904,49.91576,155.81549,50.009155,F
11.885792,2.3717346,87.298584,145.89844,-0.6856699,0.26184082,0.39696777,155.59875,-53.88336,-96.92576,0.73775107,49.75507,156.0929,50.01038,F
7.167364,1.3982544,102.31323,143.26172,0.42883202,-0.24169922,-0.18713868,-152.76596,105.64514,50.616608,0.44274765,49.992092,155.45372,50.002384,F
7.2876987,2.211853,92.64526,149.41406,0.15356347,-0.6781006,0.5513867,-37.561646,149.13757,-113.086754,0.684074,49.948555,155.30052,50.00639,F
2.5602386,1.5694885,101.44653,144.14062,0.42883202,-0.41625977,-0.005864258,-141.13342,125.04074,16.494497,0.46659923,50.059704,154.69026,50.00055,F
1.5633816,2.3509216,88.568115,148.53516,0.05285547,0.5505371,-0.576543,-14.826965,-124.70322,144.94664,0.7198957,49.925396,155.3471,49.98588,F
3.7446628,1.5013733,101.45874,144.72656,-0.41040137,0.4699707,-0.05286133,112.79343,-149.53537,37.625935,0.47723818,50.92356,154.89148,50.00437,F
0.64623743,1.6385498,101.17798,142.67578,-0.33654884,0.033569336,0.35668457,133.78021,0.92819214,-134.18202,0.46239468,49.999367,155.14856,49.996532,F
9.886499,1.9781799,74.68872,144.14062,-0.4842539,0.2685547,0.20897949,157.98553,-77.305145,-74.1067,0.465695,50.030872,155.56584,50.001987,F
13.34679,2.5751343,2.5268555,1.171875,0.005858398,0.013427734,-0.005864258,128.41599,-140.33783,15.518086,0.001995954,47.128235,155.30952,50.000603,F
5.104261,2.4341736,87.20703,147.07031,-0.6252451,0.4498291,0.13512695,146.67847,-119.26666,-26.375122,0.67368895,49.88986,155.68993,50.000652,F
4.09417,2.2364502,90.808105,147.65625,0.22741601,-0.6982422,0.4909619,-59.609222,154.38126,-95.10554,0.6926689,50.014675,154.98375,49.9969,F
3.0840733,2.2288818,90.875244,148.24219,-0.23584083,0.6982422,-0.39526856,55.25757,-152.70569,99.091545,0.6774178,50.07768,154.82782,50.002888,F
7.1264405,1.4815063,101.48926,143.84766,-0.061280273,0.45654297,-0.39526856,0.6871033,-133.3583,135.27095,0.48158747,50.084175,155.23204,50.001476,F
11.243614,2.5789185,2.545166,1.171875,0.012572266,0.0,-0.012578125,-5.195465,-129.8143,138.95961,0.003469888,47.84713,155.31818,50.001408,F
1.9259708,1.8410034,74.749756,144.4336,-0.4439707,0.3088379,0.15526855,152.57309,-99.087524,-53.77487,0.43772036,50.010746,154.9305,50.00783,F
12.367289,2.296051,84.973145,141.5039,-0.6856699,-0.21484375,0.2895459,145.78644,-19.347382,-118.94521,0.4536961,49.863808,155.85081,50.00465,F
0.635676,2.4161987,85.028076,149.1211,0.7242422,-0.44311523,-0.29456055,-152.21146,96.90567,63.615314,0.73546,50.29011,155.9248,49.99831,F
10.464843,0.035949707,1.3916016,117.77344,-0.081421874,-0.033569336,0.067988284,-77.75116,-73.97812,156.63945,0.076437235,50.227066,155.56335,49.991837,F
4.607808,1.4493408,101.586914,143.55469,-0.2425547,0.48339844,-0.27441895,66.09451,-153.87497,93.72732,0.48282427,50.044575,156.08786,49.99694,F
11.505664,1.9308777,87.786865,144.14062,-0.49768165,0.3692627,0.12169922,153.6821,-101.53458,-51.147003,0.48878747,49.906574,155.22008,49.999935,F
6.562624,1.433258,101.87988,143.84766,-0.06799414,-0.4095459,0.4708203,15.887756,124.55856,-142.08171,0.46970823,50.16722,154.98337,50.004505,F
2.059234,2.293213,86.40747,147.65625,0.5161123,-0.013427734,-0.56311524,-137.28806,10.463257,128.3517,0.6873602,50.367817,155.12106,49.994076,F
12.377951,1.7804565,74.80469,143.26172,0.36169335,-0.013427734,-0.3482715,-137.70996,14.308624,129.50089,0.46670505,50.011425,155.17905,50.002686,F
0.082750864,1.4294739,101.42822,145.01953,-0.061280273,-0.40283203,0.41710937,8.811798,129.04282,-139.26498,0.48632294,49.732216,153.82593,50.31845,F
0.49630386,1.8693848,74.975586,144.72656,0.4758291,-0.28198242,-0.24084961,-153.16376,88.64838,71.583305,0.4931325,50.125145,155.72824,50.00005,F
10.861506,2.4578247,86.761475,147.36328,-0.39697364,0.7116699,-0.35498536,60.031128,-153.74237,99.15182,0.7398805,50.122078,155.9025,50.008102,F
10.721816,1.8419495,75.07324,142.96875,-0.04113867,0.41625977,-0.3281299,15.116272,-139.1806,127.37127,0.42263228,49.902355,155.25482,50.00008,F
12.265567,1.5240784,101.36719,145.89844,-0.41040137,0.13427734,0.2694043,146.9075,-31.016083,-115.65033,0.48705098,49.999,155.23297,49.99672,F
5.378945,1.8561401,75.14038,143.55469,0.27441308,0.10070801,-0.36169922,-110.69595,-35.452118,149.0773,0.41654164,50.116104,154.95776,49.993183,F
13.7363,2.441742,87.04224,145.3125,0.6638174,-0.20812988,-0.50269043,-146.91956,31.93222,117.11294,0.6838046,50.014236,155.72063,49.99996,F
7.714944,1.7814026,87.55493,145.01953,0.48925683,-0.43640137,-0.12,-140.61508,127.96997,19.873758,0.5583181,49.85411,155.45015,49.997597,F
2.065388,1.3793335,101.15967,143.84766,0.11999414,0.32226562,-0.47583497,-52.352448,-94.33807,156.49883,0.49428967,49.959717,155.50456,49.986595,F
12.097604,1.7492371,87.27417,144.14062,0.38854882,0.06713867,-0.4288379,-140.56686,17.599487,127.97399,0.5327685,50.037243,155.2098,50.003265,F
5.012037,2.2884827,85.38818,148.53516,0.22070214,-0.7519531,0.48424804,-45.92743,153.35663,-103.05344,0.7434388,50.091194,155.65714,49.997494,F
1.5947043,1.8712769,74.80469,144.72656,0.42211816,-0.42297363,-0.026005859,-129.38034,140.21729,-4.861959,0.49184048,49.987144,155.5147,49.999058,F
9.288686,1.9743958,87.71973,145.3125,-0.3835459,-0.06713867,0.49767578,111.85318,37.320557,-148.0808,0.48279884,50.196045,154.79692,50.00429,F
10.45469,2.3338928,84.58862,142.38281,0.6235342,-0.22155762,-0.10657226,-142.09778,129.69376,14.798839,0.44032776,50.40295,155.42723,49.994514,F
9.226616,2.6148682,3.137207,2.0507812,-2.9952402,-3.4643555,6.3320265,123.63037,-143.18268,23.642782,6.2126064,50.002174,155.15341,50.000492,F
13.616663,2.4540405,7.385254,4.1015625,-0.014283203,-0.04699707,0.067988284,-123.00354,144.56894,-19.865723,0.03197276,49.98907,155.31145,50.000027,F
7.1236696,1.8514099,75.93994,144.4336,-0.33654884,0.48339844,-0.12671387,98.979034,-152.15118,58.42387,0.45178863,49.88826,155.15048,49.997704,F
5.8019567,1.5420532,101.361084,144.14062,0.019286133,0.43640137,-0.42212403,-5.6896973,-129.75403,138.03543,0.4920402,50.030006,155.01329,49.99683,F
13.227191,1.7738342,87.59155,144.4336,-0.5648203,0.16784668,0.38354003,148.16116,-35.632935,-113.01041,0.5278673,50.302265,155.08992,50.008026,F
1.157527,2.0945435,92.77344,147.07031,-0.2224131,0.6311035,-0.43555176,26.037598,-145.8226,120.03011,0.65062547,50.02226,155.34927,49.996933,F
2.618449,1.7880249,87.68921,144.72656,0.31469628,0.18798828,-0.48254883,-118.26614,-25.314331,145.55339,0.53130573,50.049686,155.02287,50.00083,F
6.0660367,1.6385498,101.18408,143.84766,-0.3835459,0.053710938,0.3096875,139.60251,-10.861053,-128.5084,0.45379016,49.755543,155.15314,49.98898,F
7.339713,1.4209595,101.81885,142.67578,0.18041894,0.3088379,-0.46240723,-83.464966,-69.07196,154.90764,0.5033343,49.556614,155.37875,49.94176,F
8.089681,0.032165527,1.5380859,119.23828,0.09313867,-0.10070801,0.000849609,130.88715,-138.69843,12.042389,0.11735502,49.993164,155.41716,49.99877,F
9.465868,1.9743958,87.57324,144.14062,-0.51110935,0.36254883,0.16869628,154.767,-92.469635,-60.557507,0.5036767,50.086067,155.4603,50.00006,F
6.5963774,2.2572632,85.36987,146.77734,0.63696194,-0.25512695,-0.4086963,-153.6821,63.960876,89.974365,0.66827446,50.023396,155.18521,49.985905,F
10.587379,2.5628357,2.5268555,1.171875,0.005858398,0.006713867,-0.005864258,142.31476,-126.49933,-12.49644,0.004011549,49.149086,155.43979,49.99899,F
2.482085,1.6603088,100.512695,144.14062,-0.08813574,0.44311523,-0.39526856,30.377197,-144.50867,120.20289,0.46427995,50.50715,155.19444,49.970024,F
5.3012486,2.2638855,90.88135,147.07031,0.29455468,0.36254883,-0.6369678,-77.78732,-76.48544,154.47368,0.6705484,49.968536,154.91074,50.003628,F
5.0121074,1.8987122,87.77466,144.14062,0.09313867,-0.4901123,0.36339843,-43.251343,149.8729,-108.30515,0.4881206,50.03155,154.80086,50.00268,F
11.462142,1.8693848,74.98779,143.55469,-0.07470801,0.44311523,-0.3281299,30.232544,-146.54587,116.96024,0.43660706,49.95728,154.86731,50.00052,F
7.3488474,1.9204712,74.9939,143.84766,-0.3231211,-0.053710938,0.38354003,114.58954,30.87143,-147.15663,0.41879115,50.54952,154.82413,49.991722,F
1.5370976,2.4048462,86.31592,148.53516,0.6436758,-0.54382324,-0.24756348,-150.21042,106.332245,48.933002,0.72152233,49.992058,155.97379,49.999283,F
4.432666,1.7974854,87.94556,144.72656,0.22741601,-0.5773926,0.29625976,-65.75699,156.34613,-86.46652,0.55490035,49.91115,155.835,50.006863,F
